surname,first_name,Name,Recognized_CLIP via Disco,DD_study,Recognized_Stable V1,"SD V1
study",Tags,"Year of Death 
( if living)",User,sgl imgs,cards folder,batch #
Blake,William,William Blake,Yes,x,Yes,x,"romanticism, dark, scene",1827,KyrickYoung,x,x,2
Blakelock,Ralph,Ralph Blakelock,Yes,x,Yes,x,"romanticism, landscape",1919,sureailabs,x,x,15
Blanchard,Antoine,Antoine Blanchard,Yes,x,Yes,x,"impressionism, streetscape",1988,sureailabs,x,x,7
Blanche,John,John Blanche,Yes,x,Yes,x,"fantasy, detailed, sci-fi",,sureailabs,x,x,5
Blanding,Don,Don Blanding,Yes,x,Yes,x,"art deco, high contrast",1957,sureailabs,x,x,15
Bleda,Elsa,Elsa Bleda,Yes,x,Yes,x,"photography, dark, digital, streetscape",,sureailabs,x,x,13
Blish,Carolyn,Carolyn Blish,Yes,x,Yes,x,"scene, landscape, watercolor",,sureailabs,x,x,15
Blossfeldt,Karl,Karl Blossfeldt,Yes,x,Yes,x,"monochromatic, photography",1932,sureailabs,x,x,6
Bluhm,Norman,Norman Bluhm,Yes,x,Yes,x,"abstract, expressionism, messy",1999,sureailabs,x,x,10
Blumenfeld,Erwin,Erwin Blumenfeld,Yes,x,Yes,x,"photography, monochromatic, collage",1969,sureailabs,x,x,15
Bluth,Don,Don Bluth,Yes,x,Yes,x,"clean, cartoon, whimsical, colorful",,sureailabs,x,x,5
Boccioni,Umberto,Umberto Boccioni,Yes,x,Yes,x,"cubism, colorful, vibrant, messy",1916,sureailabs,x,x,7
Bocek,Anna,Anna Bocek,Yes,x,Yes,x,"portrait, vibrant, figurativism, messy",,sureailabs,x,x,15
Böcklin,Arnold,Arnold Böcklin,Yes,x,Yes,x,"dark, landscape, symbolism, romanticism",1901,sureailabs,x,x,2
Bofill,Ricardo,Ricardo Bofill,Yes,x,Yes,x,"architecture, angular",2022,sureailabs,x,x,13
Bogle,Lee,Lee Bogle,Yes,x,Yes,x,"portrait, fantasy",,sureailabs,x,x,15
Boldini,Giovanni,Giovanni Boldini,Yes,x,Yes,x,"portrait, scene, impressionism",1931,sureailabs,x,x,15
Bolland,Brian,Brian Bolland,Yes,x,Yes,x,comics,,sureailabs,x,x,15
Bolles,Enoch,Enoch Bolles,Yes,x,Yes,x,"portrait, character, scene, art nouveau",1976,proximasan,x,x,13
Boltanski,Christian,Christian Boltanski,Yes,x,Yes,x,"photography, installation",2021,sureailabs,x,x,15
Bomberg,David,David Bomberg,Yes,x,Yes,x,"cubism, vibrant",1957,sureailabs,x,x,9
Bone,Tami,Tami Bone,Yes,x,Yes,x,"dark, photography, monochromatic",,sureailabs,x,x,15
Bonestell,Chesley,Chesley Bonestell,Yes,x,Yes,x,"sci-fi, space",1986,sureailabs,x,x,2
Bonheur,Rosa,Rosa Bonheur,Yes,x,Yes,x,"animals, scene, realism",1899,sureailabs,x,x,15
Bonhomme,Olivier,Olivier Bonhomme,Yes,x,Yes,x,"surrealism, vibrant, scene, colorful",,sureailabs,x,x,11
Bonington,Richard Parkes,Richard Parkes Bonington,Yes,x,Yes,x,"romanticism, landscape",1828,sureailabs,x,x,15
Bonnard,Pierre,Pierre Bonnard,Yes,x,Yes,x,"impressionism,",1947,sureailabs,x,x,3
Bontecou,Lee,Lee Bontecou,Yes,x,Yes,x,"sculpture, abstract",,sureailabs,x,x,15
Booth,Franklin,Franklin Booth,Yes,x,Yes,x,"art nouveau, detailed",1948,sureailabs,x,x,5
Bordalo,Artur,Artur Bordalo,Yes,x,Yes,x,"street art, graffiti, messy",,sureailabs,x,x,10
Bordalo II,, Bordalo II,Yes,x,Yes,x,"street art, graffiti, messy",,sureailabs,x,x,10
Borelli da Caluso,Guido,Guido Borelli da Caluso,Yes,x,Yes,x,"cityscape, realism",,sureailabs,x,x,2
Borgeaud,Marius,Marius Borgeaud,Yes,x,Yes,x,"impressionism, scene",1924,sureailabs,x,x,3
Borremans,Michael,Michael Borremans,Yes,x,Yes,x,"low contrast, surrealism, scene, portrait, still life",,sureailabs,x,x,15
Borromini,Francesco,Francesco Borromini,Yes,x,Yes,x,"architecture, baroque",1667,proximasan,x,x,11
Bors,Matt,Matt Bors,Yes,x,Yes,x,"comics, flat colors, clean",,sureailabs,x,x,9
Borsi,Flora,Flora Borsi,Yes,x,Yes,x,"photographer, surrealism, portrait",,proximasan,x,x,13
Bosch,Hieronymus,Hieronymus Bosch,Yes,x,Yes,x,"whimsical, renaissance, detailed",1516,sureailabs,x,x,2
Bosma,Sam,Sam Bosma,Yes,x,Yes,x,"cartoon, detailed, comics, fantasy, character",,sureailabs,x,x,5
Bosschaert,Ambrosius,Ambrosius Bosschaert,Yes,x,Yes,x,"still life, baroque, flowers",1621,proximasan,x,x,10
Bosschart,Johfra,Johfra Bosschart,Yes,x,Yes,x,"whimsical, fantasy",1998,sureailabs,x,x,1
Botero,Fernando,Fernando Botero,Yes,x,Yes,x,"figurativism, scene, portrait",,sureailabs,x,x,15
Botticelli,Sandro,Sandro Botticelli,Yes,x,Yes,x,renaissance,1510,sureailabs,x,x,1
Boucher,François,François Boucher,Yes,x,Yes,x,"baroque, scene",1770,sureailabs,x,x,15
Boudin,Eugène,Eugène Boudin,Yes,x,Yes,x,"landscape, impressionism, scene",1898,proximasan,x,x,13
Boughton,George Henry,George Henry Boughton,Yes,x,Yes,x,"landscape, scene",1905,proximasan,x,x,16
Bouguereau,William-Adolphe,William-Adolphe Bouguereau,Yes,x,Yes,x,"character, realism, portrait",1905,sureailabs,x,x,2
Boulet,Susan Seddon,Susan Seddon Boulet,Yes,x,Yes,x,"fantasy, magic realism",1997,proximasan,x,x,10
Boulle,Andre-Charles,Andre-Charles Boulle,Yes,x,Yes,x,"baroque, romanticism, detailed",1732,proximasan,x,x,12
Bourgeois,Louise,Louise Bourgeois,Yes,x,Yes,x,"sculpture, installation",2010,sureailabs,x,x,7
Bouvattier,Annick,Annick Bouvattier,Yes,x,Yes,x,"portrait, nudity",,proximasan,x,x,16
Bowater,Charlie,Charlie Bowater,Yes,x,Yes,x,"fantasy, digital, portait, character",,sureailabs,x,x,12
Bowers,David Michael,David Michael Bowers,Yes,x,Yes,x,"surrealism, portrait, scene, magic realism",,proximasan,x,x,16
Boyd,Arthur,Arthur Boyd,Yes,x,Yes,x,"impressionism, expressionism",1999,sureailabs,x,x,8
Boyle,Eleanor Vere,Eleanor Vere Boyle,Yes,x,Yes,x,"detailed, watercolor, whimsical",1916,sureailabs,x,x,2
Brack,John,John Brack,Yes,x,Yes,x,"realism, scene",1999,proximasan,x,x,16
Bradley,Noah,Noah Bradley,Yes,x,Yes,x,"dark, landscape, fantasy",,proximasan,x,x,1
Bramley,Frank,Frank Bramley,Yes,x,Yes,x,"impressionism, scene",1915,proximasan,x,x,16
Brancusi,Constantin,Constantin Brancusi,Yes,x,Yes,x,"sculpture, abstract, cubism",1957,proximasan,x,x,10
Brandt,Bill,Bill Brandt,Yes,x,Yes,x,"photography, monochromatic, scene",1983,proximasan,x,x,16
Braque,Georges,Georges Braque,Yes,x,Yes,x,"angular, fauvism",1963,proximasan,x,x,16
Brassaï,, Brassaï,Yes,x,Yes,x,"photography, monochromatic",1984,proximasan,x,x,16
Bratby,John,John Bratby,Yes,x,Yes,x,"high contrast, expressionism, realism",1992,sureailabs,x,x,8
Brauer,Bill,Bill Brauer,Yes,x,Yes,x,"figurativism, scene, character",2019,sureailabs,x,x,10
Brauner,Victor,Victor Brauner,Yes,x,Yes,x,"whimsical, abstract, surrealism",1966,KyrickYoung,x,x,2
Brayne,David,David Brayne,Yes,x,Yes,x,"low contrast, whimsical, scene",,proximasan,x,x,16
Brendekilde,Hans Andersen,Hans Andersen Brendekilde,Yes,x,Yes,x,"scene, landscape, luminism, impressionism",1942,proximasan,x,x,16
Breslauer,Marianne,Marianne Breslauer,Yes,x,Yes,x,"photography, monochromatic",2001,sureailabs,x,x,15
Breton,Jules,Jules Breton,Yes,x,Yes,x,"realism, landscape, scene",1906,sureailabs,x,x,15
Breuer,Marcel,Marcel Breuer,Yes,x,Yes,x,"bauhaus, architecture",1981,sureailabs,x,x,15
Briclot,Aleksi,Aleksi Briclot,Yes,x,Yes,x,"fantasy, dark",,sureailabs,x,x,8
Bridgman,Frederick Arthur,Frederick Arthur Bridgman,Yes,x,Yes,x,"scene, portrait",1928,sureailabs,x,x,15
Briggs,Austin,Austin Briggs,Yes,x,Yes,x,"cartoon, detailed, scene, impressionism",1973,sureailabs,x,x,5
Briggs,Raymond,Raymond Briggs,Yes,x,Yes,x,"cartoon, whimsical",,sureailabs,x,x,5
Brigman,Anne,Anne Brigman,Yes,x,Yes,x,"photography, monochromatic, dark, nudity",1950,sureailabs,x,x,15
Briscoe,Mark,Mark Briscoe,Yes,x,Yes,x,"impressionism, detailed, expressionism",1985,sureailabs,x,x,7
Britto,Romero,Romero Britto,Yes,x,Yes,x,"colorful, vibrant, high contrast, stained glass",,sureailabs,x,x,7
Brohm,Joachim,Joachim Brohm,Yes,x,Yes,x,"photography, landscape, streetscape, realism",,EErratica,x,x,9
Brom,Gerald,Gerald Brom,Yes,x,Yes,x,"dark, fantasy",,KyrickYoung,x,x,1
Bronzino,, Bronzino,Yes,x,Yes,x,"renaissance, portrait, scene",1572,sureailabs,x,x,14
Brood,Herman,Herman Brood,Yes,x,Yes,x,"pop art, vibrant",2001,sureailabs,x,x,14
Brooks,Mark,Mark Brooks,Yes,x,Yes,x,"comics, detailed, fantasy, sci-fi",,sureailabs,x,x,7
Brooks,Romaine,Romaine Brooks,Yes,x,Yes,x,"low contrast, symbolism, portrait",1970,sureailabs,x,x,14
Brooks,Troy,Troy Brooks,Yes,x,Yes,x,"surrealism, portrait, vibrant",,sureailabs,x,x,14
Brosh,Allie,Allie Brosh,Yes,x,Yes,x,"comics, high contrast, flat colors",,sureailabs,x,x,15
Brown,Cecily,Cecily Brown,Yes,x,Yes,x,"abstract, figurativism, messy",,sureailabs,x,x,15
Brown,Ford Madox,Ford Madox Brown,Yes,x,Yes,x,"realism, romanticism, scene, portrait",1893,sureailabs,x,x,10
Brown,Lucy Madox,Lucy Madox Brown,Yes,x,Yes,x,"realism, romanticism, scene, portrait",1894,sureailabs,x,x,10
Brown,Patrick,Patrick Brown,Yes,x,Yes,x,"fantasy, comics, detailed",,sureailabs,x,x,5
Browning,Rob,Rob Browning,Yes,x,Yes,x,"surrrealism, scene",,proximasan,x,x,16
Brubaker,Ed,Ed Brubaker,Yes,x,Yes,x,"comics, high contrast",,sureailabs,x,x,9
Bruegel the Elder,Pieter,Pieter Bruegel the Elder,Yes,x,Yes,x,"renaissance, landscape, scene",1569,sureailabs,x,x,2
Brueghel the Elder,Jan,Jan Brueghel the Elder,Yes,x,Yes,x,"renaissance, landscape, scene",1625,proximasan,x,x,16
Brueghel the Younger,Pieter,Pieter Brueghel the Younger,Yes,x,Yes,x,"renaissance, landscape, scene",1638,proximasan,x,x,16
Brunelleschi,Filippo,Filippo Brunelleschi,Yes,x,Yes,x,"renaissance, architecture,",1446,sureailabs,x,x,9
Bruno,Nicolas,Nicolas Bruno,Yes,x,Yes,x,"photography, surrealism",,proximasan,x,x,16
Buchet,Gustave,Gustave Buchet,Yes,x,Yes,x,"cubism, abstract, dark",1963,sureailabs,x,x,10
Buchet,Philippe,Philippe Buchet,Yes,x,No,x,comics,,proximasan,x,x,16
Buchholz,Quint,Quint Buchholz,Yes,x,Yes,x,"low contrast, scene, cloudscape",,EErratica,x,x,9
Buckman,Zoe,Zoe Buckman,Yes,x,Yes,x,"installation, fashion",,proximasan,x,x,16
Buffet,Bernard,Bernard Buffet,Yes,x,Yes,x,"expressionism, high contrast",1999,sureailabs,x,x,3
Bujnowski,Leszek,Leszek Bujnowski,Yes,x,Yes,x,"surrealism, photography, dark",,proximasan,x,x,16
Bullough,James,James Bullough,Yes,x,Yes,x,"portrait, streetart, realism",,proximasan,x,x,16
Bunny,Rupert,Rupert Bunny,Yes,x,Yes,x,"landscape, scene",1947,proximasan,x,x,16
Bunt,Gary,Gary Bunt,Yes,x,Yes,x,"low contrast, landscape, scene, storybook realism",,proximasan,x,x,16
Burch,Laurel,Laurel Burch,Yes,x,Yes,x,"vibrant, high contrast",,EErratica,x,x,2
Burchfield,Charles E.,Charles E. Burchfield,Yes,x,Yes,x,"watercolor, high contrast",1967,sureailabs,x,x,3
Burdeny,David,David Burdeny,Yes,x,Yes,x,"photography, high contrast",,sureailabs,x,x,7
Burdisio,Alejandro,Alejandro Burdisio,Yes,x,Yes,x,"digital, landscape, fantasy, sci-fi, dark",,KyrickYoung,x,x,10
Buren,Daniel,Daniel Buren,Yes,x,Yes,x,"high contrast, vibrant, installation, sculpture",,sureailabs,x,x,8
Burgerman,Jon,Jon Burgerman,Yes,x,Yes,x,"pop art, colorful, vibrant",,proximasan,x,x,16
Burgert,Jonas,Jonas Burgert,Yes,x,No,x,,,proximasan,x,x,16
Burlet,Richard,Richard Burlet,Yes,x,Yes,x,"art nouveau, impressionism",,proximasan,x,x,7
Burliuk,David,David Burliuk,Yes,x,Yes,x,"cubism, fauvism",1967,sureailabs,x,x,3
Burne-Jones,Edward,Edward Burne-Jones,Yes,x,Yes,x,"renaissance, romanticism,",1898,KyrickYoung,x,x,2
Burns,Charles,Charles Burns,Yes,x,Yes,x,"cartoon, high contrast, dark",,proximasan,x,x,16
Burns,Jim,Jim Burns,Yes,x,Yes,x,"sci-fi, scene, character",,proximasan,x,x,1
Burri,Alberto,Alberto Burri,Yes,x,Yes,x,"sculpture, abstract, cubism",1995,proximasan,x,x,12
Burri,Rene,Rene Burri,Yes,x,Yes,x,"photography, monochromatic",2014,proximasan,x,x,16
Burrington,Stasia,Stasia Burrington,Yes,x,Yes,x,"portrait, whimsical, watercolor",,proximasan,x,x,16
Burroughs,William S.,William S. Burroughs,Yes,x,Yes,x,"abstract, monochromatic, photography, personality",1997,sureailabs,x,x,6
Burton,Tim,Tim Burton,Yes,x,Yes,x,"dark, high contrast, cartoon",,sureailabs,x,x,8
Buscema,John,John Buscema,Yes,x,Yes,x,"comics, character",2002,proximasan,x,x,16
Bussière,Gaston,Gaston Bussière,Yes,x,Yes,x,"symbolism, impressionism, detailed",1928,KyrickYoung,x,x,2
Butcher,Kaethe,Kaethe Butcher,Yes,x,Yes,x,"high contrast, messy, portrait",,sureailabs,x,x,6
Butto,Saturno,Saturno Butto,Yes,x,Yes,x,"surrealism, portrait, figurativism",,EErratica,x,x,10
Byam Shaw,, Byam Shaw,Yes,x,Yes,x,"romanticism, scene",1919,proximasan,x,x,16
Byars,James Lee,James Lee Byars,Yes,x,Yes,x,"installation, sculpture",1997,proximasan,x,x,16
Byerley,Bob,Bob Byerley,Yes,x,Yes,x,"detailed, whimsical, scene",,sureailabs,x,x,5
Cabanel,Alexandre,Alexandre Cabanel,Yes,x,Yes,x,"landscape, romanticism",1889,proximasan,x,x,7
Cadmus,Paul,Paul Cadmus,Yes,x,Yes,x,"nudity, scene, portrait, realism",1999,proximasan,x,x,16
Caesar,Ray,Ray Caesar,Yes,x,Yes,x,"whimsical, scene, character, dark",,proximasan,x,x,4
Caffery,Debbie Fleming,Debbie Fleming Caffery,Yes,x,Yes,x,"photography, monochromatic, dark",,proximasan,x,x,16
Cahun,Claude,Claude Cahun,Yes,x,Yes,x,"monochromatic, high contrast",1954,KyrickYoung,x,x,2
Cai,Zhichao,Zhichao Cai,Yes,x,No,x,"fantasy, digital",,sureailabs,x,x,5
Caillebotte,Gustave,Gustave Caillebotte,Yes,x,Yes,x,"impressionism, scene, landscape",1894,proximasan,x,x,16
Calame,Alexandre,Alexandre Calame,Yes,x,Yes,x,"landscape, romanticism",1864,sureailabs,x,x,9
Calatrava,Santiago,Santiago Calatrava,Yes,x,Yes,x,"architecture, angular",,sureailabs,x,x,8
Caldecott,Randolph,Randolph Caldecott,Yes,x,Yes,x,"children's illustration, scene, detailed",1886,sureailabs,x,x,5
Caldwell,Clyde,Clyde Caldwell,Yes,x,Yes,x,"fantasy, sci-fi",,KyrickYoung,x,x,2
Callaghan,George,George Callaghan,Yes,x,Yes,x,"whimsical, landscape, scene",,proximasan,x,x,16
Callahan,Harry,Harry Callahan,Yes,x,Yes,x,"photography, monochromatic",,proximasan,x,x,12
Callebaut,Vincent,Vincent Callebaut,Yes,x,Yes,x,"architecture, sci-fi, 3D",,proximasan,x,x,11
Calleri,Fred,Fred Calleri,Yes,x,Yes,x,"whimsical, scene, portrait, vibrant",,sureailabs,x,x,15
Callis,Jo Ann,Jo Ann Callis,Yes,x,Yes,x,"photography, scene, still life",,sureailabs,x,x,15
Camoin,Charles,Charles Camoin,Yes,x,Yes,x,"fauvism, colorful, landscape, portrait",1965,proximasan,x,x,10
Campau,Mike,Mike Campau,Yes,x,Yes,x,"photography, digital, 3D",,sureailabs,x,x,10
Campbell,Eddie,Eddie Campbell,Yes,x,Yes,x,"comics, cartoon",,sureailabs,x,x,5
Campbell,J. Scott,J. Scott Campbell,Yes,x,Yes,x,"comics, character",,sureailabs,x,x,15
Campin,Robert,Robert Campin,Yes,x,Yes,x,"renaissance, character, scene",1444,sureailabs,x,x,13
Campion,Pascale,Pascale Campion,Yes,x,Yes,x,"scene, character, high contrast",,sureailabs,x,x,5
Canaletto,, Canaletto,Yes,x,Yes,x,landscape,1768,KyrickYoung,x,x,2
Canete,Eric,Eric Canete,Yes,x,Yes,x,"fantasy, character, messy",,sureailabs,x,x,12
Canova,Antonio,Antonio Canova,Yes,x,Yes,x,"sculpture, renaissance",1822,sureailabs,x,x,12
Capek,Josef,Josef Capek,Yes,x,Yes,x,"cubism, expressionism, portrait, fauvism",1945,sureailabs,x,x,12
Capp,Al,Al Capp,Yes,x,Yes,x,"comics, cartoon",1979,sureailabs,x,x,13
Cappiello,Leonetto,Leonetto Cappiello,Yes,x,Yes,x,"graphic design, vibrant, high contrast",1942,proximasan,x,x,10
Caravaggio,, Caravaggio,Yes,x,Yes,x,"dark, renaissance, baroque",1610,EErratica,x,x,1
Carle,Eric,Eric Carle,Yes,x,Yes,x,"children's illustration, colorful",2021,sureailabs,x,x,11
Carlsen,Emil,Emil Carlsen,Yes,x,Yes,x,"impressionism, still life, seascape, landscape",1932,sureailabs,x,x,12
Carlson,Larry,Larry Carlson,Yes,x,Yes,x,"psychedelic, surrealism, digital, vibrant, colorful",,sureailabs,x,x,12
Carman,Bill,Bill Carman,Yes,x,Yes,x,"fantasy, pop art, surrealism",,sureailabs,x,x,12
Carmichael,Franklin,Franklin Carmichael,Yes,x,Yes,x,"watercolor, landscape",1945,sureailabs,x,x,13
Carnwath,Squeak,Squeak Carnwath,Yes,x,Yes,x,"abstract, collage",,sureailabs,x,x,10
Carpeaux,Jean-Baptiste,Jean-Baptiste Carpeaux,Yes,x,Yes,x,"romanticism, sculpture, portrait",1875,sureailabs,x,x,13
Carr,Emily,Emily Carr,Yes,x,Yes,x,"expressionism, landscape",1945,proximasan,x,x,16
Carracci,Annibale,Annibale Carracci,Yes,x,Yes,x,"renaissance, baroque",1609,sureailabs,x,x,5
Carriera,Rosalba,Rosalba Carriera,Yes,x,Yes,x,"baroque, portrait",1757,proximasan,x,x,16
Carrington,Dora,Dora Carrington,Yes,x,Yes,x,"landscape, surrealism",1932,sureailabs,x,x,8
Carrington,Leonora,Leonora Carrington,Yes,x,Yes,x,"surrealism, dark, scene",2011,proximasan,x,x,16
Carson,Michael,Michael Carson,Yes,x,Yes,x,"realism, impressionism, figurativism, portrait, character",,proximasan,x,x,10
Cartier-Bresson,Henri,Henri Cartier-Bresson,Yes,x,Yes,x,"photography, monochromatic",2004,sureailabs,x,x,14
Carus,Carl Gustav,Carl Gustav Carus,Yes,x,Yes,x,"dark, romanticism, landscape",1869,sureailabs,x,x,7
Caruso,Santiago,Santiago Caruso,Yes,x,Yes,x,"dark, horror, surrealism",,sureailabs,x,x,5
Casas,Ramon,Ramon Casas,Yes,x,Yes,x,"impressionism, scene",1932,EErratica,x,x,9
Casorati,Felice,Felice Casorati,Yes,x,Yes,x,"portrait, still life, impressionism, expressionism",1963,sureailabs,x,x,12
Cassaday,John,John Cassaday,Yes,x,Yes,x,"comics, detailed",,sureailabs,x,x,9
Cassatt,Mary,Mary Cassatt,Yes,x,Yes,x,"impressionism, character, scene",1926,sureailabs,x,x,7
Casson,A. J.,A. J. Casson,Yes,x,Yes,x,"watercolor, landscape, clean",1992,sureailabs,x,x,12
Catalano,Bruno,Bruno Catalano,Yes,x,Yes,x,sculpture,,sureailabs,x,x,12
Catesby,Mark,Mark Catesby,Yes,x,Yes,x,"nature, animals, romanticism",1749,sureailabs,x,x,14
Catherall,Paul,Paul Catherall,Yes,x,Yes,x,"flat color, architecture, graphic design",,proximasan,x,x,13
Catlett,Elizabeth,Elizabeth Catlett,Yes,x,Yes,x,"melanin, figurativism",2012,sureailabs,x,x,14
Catlin,George,George Catlin,Yes,x,Yes,x,portrait,1872,sureailabs,x,x,14
Cattelan,Maurizio,Maurizio Cattelan,Yes,x,Yes,x,"installation, sculpture",,proximasan,x,x,16
Caulfield,Patrick,Patrick Caulfield,Yes,x,Yes,x,"colorful, vibrant, high contrast",2005,proximasan,x,x,12
Cavanaugh,Robby,Robby Cavanaugh,Yes,x,No,x,"photography, portrait, scene, character",,sureailabs,x,x,10
Ceccoli,Nicoletta,Nicoletta Ceccoli,Yes,x,Yes,x,"surrealism, whimsical, portrait",,sureailabs,x,x,15
Cecile,Agnes,Agnes Cecile,Yes,x,Yes,x,"portrait, watercolor",,sureailabs,x,x,15
Celmins,Vija,Vija Celmins,Yes,x,Yes,x,"seascape, monochromatic, photorealism",,proximasan,x,x,13
Cézanne,Paul,Paul Cézanne,Yes,x,Yes,x,"impressionism, cubism, romanticism",1906,sureailabs,x,x,2
Chabas,Paul,Paul Chabas,Yes,x,Yes,x,"figurativism, impressionism, portrait, scene",1937,proximasan,x,x,13
Chagall,Marc,Marc Chagall,Yes,x,Yes,x,"fauvism, impressionism, surrealism",1985,sureailabs,x,x,3
Chamberlain,John,John Chamberlain,Yes,x,Yes,x,"sculpture, abstract, expressionism",2011,sureailabs,x,x,12
Chambers,Tom,Tom Chambers,Yes,x,Yes,x,"landscape, scene, photography, surrealism",,sureailabs,x,x,8
Chassériau,Théodore,Théodore Chassériau,Yes,x,Yes,x,"scene, romanticism",1856,sureailabs,x,x,11
Chast,Roz,Roz Chast,Yes,x,Yes,x,"cartoon, detailed",,sureailabs,x,x,11
Chausheva,Katia,Katia Chausheva,Yes,x,Yes,x,"dark, portrait, photography",,sureailabs,x,x,12
Chaykin,Howard,Howard Chaykin,Yes,x,Yes,x,comics,,sureailabs,x,x,12
Cheng,Hsiao-Ron,Hsiao-Ron Cheng,Yes,x,Yes,x,"portrait, digital, pop art",,EErratica,x,x,9
Cheng,Yanjun,Yanjun Cheng,Yes,x,Yes,x,"portrait, digital",,proximasan,x,x,4
Cheval,Michael,Michael Cheval,Yes,x,Yes,x,"surrealism, scene, character",,sureailabs,x,x,9
Chevrier,Sandra,Sandra Chevrier,Yes,x,Yes,x,"portrait, comics",,sureailabs,x,x,7
Chicago,Judy,Judy Chicago,Yes,x,Yes,x,"abstract, vibrant, psychedelic",,sureailabs,x,x,7
Chihuly,Dale,Dale Chihuly,Yes,x,Yes,x,"abstract, sculpture, vibrant",,sureailabs,x,x,14
Childish,Billy,Billy Childish,Yes,x,Yes,x,"figurativism, landscape,scene",,sureailabs,x,x,8
Childs,Casey,Casey Childs,Yes,x,Yes,x,"portrait, low contrast",,sureailabs,x,x,15
Chipperfield,David,David Chipperfield,Yes,x,Yes,x,"architecture, brutalism, photography, angular",,sureailabs,x,x,11
Cho,Frank,Frank Cho,Yes,x,Yes,x,"comics, detailed, nudity",,sureailabs,x,x,11
Cho,Michael,Michael Cho,Yes,x,No,x,"cartoon, comics",,sureailabs,x,x,15
Choe,David,David Choe,Yes,x,Yes,x,"figurativism, street art, messy",,sureailabs,x,x,15
Christakis,George,George Christakis,Yes,x,Yes,x,"photography, magic realism",,sureailabs,x,x,15
Christensen,James C.,James C. Christensen,Yes,x,Yes,x,"detailed, whimsical, fantasy",2017,KyrickYoung,x,x,2
Church,Frederic Edwin,Frederic Edwin Church,Yes,x,Yes,x,"landscape, luminism, impressionism",1900,sureailabs,x,x,12
Ciurlionis,Mikalojus Konstantinas,Mikalojus Konstantinas Ciurlionis,Yes,x,Yes,x,"dark, symbolism, art nouveau",1911,KyrickYoung,x,x,2
Claesz,Pieter,Pieter Claesz,Yes,x,Yes,x,"baroque, still life, dark",1661,EErratica,x,x,3
Clairin,Georges,Georges Clairin,Yes,x,Yes,x,"romanticism, character",1919,sureailabs,x,x,14
Clampett,Bob,Bob Clampett,Yes,x,Yes,x,cartoon,1984,sureailabs,x,x,12
Claremont,Chris,Chris Claremont,Yes,x,Yes,x,"comics, dark",,sureailabs,x,x,9
Clark,Alson Skinner,Alson Skinner Clark,Yes,x,Yes,x,"landscape, impressionism",1949,sureailabs,x,x,13
Clark,Amanda,Amanda Clark,Yes,x,Yes,x,"fantasy, landscape, character, watercolor",,sureailabs,x,x,7
Clark,Lygia,Lygia Clark,Yes,x,Yes,x,"abstract, angular, expressionism",1988,sureailabs,x,x,13
Clarke,Harry,Harry Clarke,Yes,x,Yes,x,"stained glass, high contrast",1931,sureailabs,x,x,5
Claudel,Camille,Camille Claudel,Yes,x,Yes,x,"sculpture, figurativism",1943,sureailabs,x,x,13
Claus,Emile,Emile Claus,Yes,x,Yes,x,"luminism, landscape, impressionism, scene",1924,sureailabs,x,x,13
Clausen,George,George Clausen,Yes,x,Yes,x,"watercolor, landscape, scene",1944,sureailabs,x,x,15
Clemente,Francesco,Francesco Clemente,Yes,x,Yes,x,"figurativism, portrait",,sureailabs,x,x,15
Clergue,Lucien,Lucien Clergue,Yes,x,Yes,x,"photography, nudity",2014,sureailabs,x,x,15
Close,Chuck,Chuck Close,Yes,x,Yes,x,"angular, portrait, abstract",2021,sureailabs,x,x,10
Cocteau,Jean,Jean Cocteau,Yes,x,,,,1963,sureailabs,x,x,16
Coffin,Clifford,Clifford Coffin,Yes,x,,,,1972,sureailabs,x,x,16
Colbert,Gregory,Gregory Colbert,Yes,x,,,,,sureailabs,x,x,16
Cole,Thomas,Thomas Cole,Yes,x,Yes,x,"landscape, romanticism, luminism",1848,EErratica,x,x,1
Coley,Nathan,Nathan Coley,Yes,x,Yes,x,"installation, photography, light",,sureailabs,x,x,10
Collier,John,John Collier,Yes,x,Yes,x,"romanticism, scene",1934,sureailabs,x,x,14
Collins,Ray,Ray Collins,Yes,x,Yes,x,"landscape, seascape, photography",1965,sureailabs,x,x,14
Collishaw,Mat,Mat Collishaw,Yes,x,No,x,"dark, high contrast,",,sureailabs,x,x,6
Colville,Alex,Alex Colville,Yes,x,Yes,x,"magical realism, realism",2013,sureailabs,x,x,14
Condo,George,George Condo,Yes,x,Yes,x,"cubism, surrealism, abstract",,sureailabs,x,x,14
Conklin,Beth,Beth Conklin,Yes,x,Yes,x,"photography, surrealism, portrait",,sureailabs,x,x,15
Conrad,Tony,Tony Conrad,Yes,x,No,x,"photography, abstract, installation",2016,proximasan,x,x,11
Constable,John,John Constable,Yes,x,Yes,x,"landscape, romanticism, dark",1837,KyrickYoung,x,x,1
Cooke,Darwyn,Darwyn Cooke,Yes,x,Yes,x,"comics, cartoon, vibrant, clean",2016,sureailabs,x,x,9
Cooper,Colin Campbell,Colin Campbell Cooper,Yes,x,Yes,x,"impressionism, architecture",1937,sureailabs,x,x,9
Corben,Richard,Richard Corben,Yes,x,Yes,x,"sci-fi, horror, comics, realism",2020,sureailabs,x,x,5
