"SUMLEV","REGION","DIVISION","STATE","COUNTY","STNAME","CTYNAME","POPESTIMATE2020"
40,3,6,1,0,"Alabama","Alabama",4921532
50,3,6,1,1,"Alabama","Autauga County",56145
50,3,6,1,3,"Alabama","Baldwin County",229287
50,3,6,1,5,"Alabama","Barbour County",24589
50,3,6,1,7,"Alabama","Bibb County",22136
50,3,6,1,9,"Alabama","Blount County",57879
50,3,6,1,11,"Alabama","Bullock County",9976
50,3,6,1,13,"Alabama","Butler County",19504
50,3,6,1,15,"Alabama","Calhoun County",113469
50,3,6,1,17,"Alabama","Chambers County",32865
50,3,6,1,19,"Alabama","Cherokee County",26294
50,3,6,1,21,"Alabama","Chilton County",44397
50,3,6,1,23,"Alabama","Choctaw County",12418
50,3,6,1,25,"Alabama","Clarke County",23291
50,3,6,1,27,"Alabama","Clay County",13112
50,3,6,1,29,"Alabama","Cleburne County",14967
50,3,6,1,31,"Alabama","Coffee County",53230
50,3,6,1,33,"Alabama","Colbert County",55411
50,3,6,1,35,"Alabama","Conecuh County",11851
50,3,6,1,37,"Alabama","Coosa County",10650
50,3,6,1,39,"Alabama","Covington County",36930
50,3,6,1,41,"Alabama","Crenshaw County",13681
50,3,6,1,43,"Alabama","Cullman County",84515
50,3,6,1,45,"Alabama","Dale County",48959
50,3,6,1,47,"Alabama","Dallas County",36098
50,3,6,1,49,"Alabama","DeKalb County",71658
50,3,6,1,51,"Alabama","Elmore County",82158
50,3,6,1,53,"Alabama","Escambia County",36281
50,3,6,1,55,"Alabama","Etowah County",102371
50,3,6,1,57,"Alabama","Fayette County",16241
50,3,6,1,59,"Alabama","Franklin County",31507
50,3,6,1,61,"Alabama","Geneva County",26411
50,3,6,1,63,"Alabama","Greene County",7990
50,3,6,1,65,"Alabama","Hale County",14670
50,3,6,1,67,"Alabama","Henry County",17223
50,3,6,1,69,"Alabama","Houston County",106580
50,3,6,1,71,"Alabama","Jackson County",51582
50,3,6,1,73,"Alabama","Jefferson County",655342
50,3,6,1,75,"Alabama","Lamar County",13764
50,3,6,1,77,"Alabama","Lauderdale County",93368
50,3,6,1,79,"Alabama","Lawrence County",32857
50,3,6,1,81,"Alabama","Lee County",166831
50,3,6,1,83,"Alabama","Limestone County",102228
50,3,6,1,85,"Alabama","Lowndes County",9641
50,3,6,1,87,"Alabama","Macon County",17895
50,3,6,1,89,"Alabama","Madison County",379453
50,3,6,1,91,"Alabama","Marengo County",18733
50,3,6,1,93,"Alabama","Marion County",29703
50,3,6,1,95,"Alabama","Marshall County",96990
50,3,6,1,97,"Alabama","Mobile County",412716
50,3,6,1,99,"Alabama","Monroe County",20459
50,3,6,1,101,"Alabama","Montgomery County",224639
50,3,6,1,103,"Alabama","Morgan County",119883
50,3,6,1,105,"Alabama","Perry County",8687
50,3,6,1,107,"Alabama","Pickens County",19793
50,3,6,1,109,"Alabama","Pike County",32966
50,3,6,1,111,"Alabama","Randolph County",22920
50,3,6,1,113,"Alabama","Russell County",58237
50,3,6,1,115,"Alabama","St. Clair County",90739
50,3,6,1,117,"Alabama","Shelby County",221428
50,3,6,1,119,"Alabama","Sumter County",12225
50,3,6,1,121,"Alabama","Talladega County",79985
50,3,6,1,123,"Alabama","Tallapoosa County",40133
50,3,6,1,125,"Alabama","Tuscaloosa County",210758
50,3,6,1,127,"Alabama","Walker County",63143
50,3,6,1,129,"Alabama","Washington County",15976
50,3,6,1,131,"Alabama","Wilcox County",10206
50,3,6,1,133,"Alabama","Winston County",23508
40,4,9,2,0,"Alaska","Alaska",731158
50,4,9,2,13,"Alaska","Aleutians East Borough",3401
50,4,9,2,16,"Alaska","Aleutians West Census Area",5680
50,4,9,2,20,"Alaska","Anchorage Municipality",287095
50,4,9,2,50,"Alaska","Bethel Census Area",18437
50,4,9,2,60,"Alaska","Bristol Bay Borough",788
50,4,9,2,63,"Alaska","Chugach Census Area",6427
50,4,9,2,66,"Alaska","Copper River Census Area",2919
50,4,9,2,68,"Alaska","Denali Borough",2081
50,4,9,2,70,"Alaska","Dillingham Census Area",4833
50,4,9,2,90,"Alaska","Fairbanks North Star Borough",95651
50,4,9,2,100,"Alaska","Haines Borough",2614
50,4,9,2,105,"Alaska","Hoonah-Angoon Census Area",2141
50,4,9,2,110,"Alaska","Juneau City and Borough",31849
50,4,9,2,122,"Alaska","Kenai Peninsula Borough",59414
50,4,9,2,130,"Alaska","Ketchikan Gateway Borough",13747
50,4,9,2,150,"Alaska","Kodiak Island Borough",12992
50,4,9,2,158,"Alaska","Kusilvak Census Area",8328
50,4,9,2,164,"Alaska","Lake and Peninsula Borough",1493
50,4,9,2,170,"Alaska","Matanuska-Susitna Borough",110213
50,4,9,2,180,"Alaska","Nome Census Area",9909
50,4,9,2,185,"Alaska","North Slope Borough",9294
50,4,9,2,188,"Alaska","Northwest Arctic Borough",7644
50,4,9,2,195,"Alaska","Petersburg Borough",3296
50,4,9,2,198,"Alaska","Prince of Wales-Hyder Census Area",6147
50,4,9,2,220,"Alaska","Sitka City and Borough",8405
50,4,9,2,230,"Alaska","Skagway Municipality",1179
50,4,9,2,240,"Alaska","Southeast Fairbanks Census Area",6957
50,4,9,2,275,"Alaska","Wrangell City and Borough",2510
50,4,9,2,282,"Alaska","Yakutat City and Borough",637
50,4,9,2,290,"Alaska","Yukon-Koyukuk Census Area",5077
40,4,8,4,0,"Arizona","Arizona",7421401
50,4,8,4,1,"Arizona","Apache County",71875
50,4,8,4,3,"Arizona","Cochise County",127450
50,4,8,4,5,"Arizona","Coconino County",142481
50,4,8,4,7,"Arizona","Gila County",54303
50,4,8,4,9,"Arizona","Graham County",39211
50,4,8,4,11,"Arizona","Greenlee County",9341
50,4,8,4,12,"Arizona","La Paz County",21480
50,4,8,4,13,"Arizona","Maricopa County",4579081
50,4,8,4,15,"Arizona","Mohave County",217206
50,4,8,4,17,"Arizona","Navajo County",112112
50,4,8,4,19,"Arizona","Pima County",1061175
50,4,8,4,21,"Arizona","Pinal County",480828
50,4,8,4,23,"Arizona","Santa Cruz County",46808
50,4,8,4,25,"Arizona","Yavapai County",240226
50,4,8,4,27,"Arizona","Yuma County",217824
40,3,7,5,0,"Arkansas","Arkansas",3030522
50,3,7,5,1,"Arkansas","Arkansas County",17383
50,3,7,5,3,"Arkansas","Ashley County",19339
50,3,7,5,5,"Arkansas","Baxter County",42242
50,3,7,5,7,"Arkansas","Benton County",288774
50,3,7,5,9,"Arkansas","Boone County",37625
50,3,7,5,11,"Arkansas","Bradley County",10639
50,3,7,5,13,"Arkansas","Calhoun County",5113
50,3,7,5,15,"Arkansas","Carroll County",28276
50,3,7,5,17,"Arkansas","Chicot County",9924
50,3,7,5,19,"Arkansas","Clark County",22103
50,3,7,5,21,"Arkansas","Clay County",14375
50,3,7,5,23,"Arkansas","Cleburne County",24935
50,3,7,5,25,"Arkansas","Cleveland County",7957
50,3,7,5,27,"Arkansas","Columbia County",23331
50,3,7,5,29,"Arkansas","Conway County",21037
50,3,7,5,31,"Arkansas","Craighead County",112245
50,3,7,5,33,"Arkansas","Crawford County",63409
50,3,7,5,35,"Arkansas","Crittenden County",47616
50,3,7,5,37,"Arkansas","Cross County",16142
50,3,7,5,39,"Arkansas","Dallas County",6802
50,3,7,5,41,"Arkansas","Desha County",11110
50,3,7,5,43,"Arkansas","Drew County",17977
50,3,7,5,45,"Arkansas","Faulkner County",126919
50,3,7,5,47,"Arkansas","Franklin County",17897
50,3,7,5,49,"Arkansas","Fulton County",12381
50,3,7,5,51,"Arkansas","Garland County",99789
50,3,7,5,53,"Arkansas","Grant County",18449
50,3,7,5,55,"Arkansas","Greene County",45597
50,3,7,5,57,"Arkansas","Hempstead County",21253
50,3,7,5,59,"Arkansas","Hot Spring County",33787
50,3,7,5,61,"Arkansas","Howard County",13109
50,3,7,5,63,"Arkansas","Independence County",37757
50,3,7,5,65,"Arkansas","Izard County",13613
50,3,7,5,67,"Arkansas","Jackson County",16636
50,3,7,5,69,"Arkansas","Jefferson County",65377
50,3,7,5,71,"Arkansas","Johnson County",26513
50,3,7,5,73,"Arkansas","Lafayette County",6596
50,3,7,5,75,"Arkansas","Lawrence County",16410
50,3,7,5,77,"Arkansas","Lee County",8513
50,3,7,5,79,"Arkansas","Lincoln County",12944
50,3,7,5,81,"Arkansas","Little River County",12180
50,3,7,5,83,"Arkansas","Logan County",21410
50,3,7,5,85,"Arkansas","Lonoke County",73921
50,3,7,5,87,"Arkansas","Madison County",16644
50,3,7,5,89,"Arkansas","Marion County",16790
50,3,7,5,91,"Arkansas","Miller County",43177
50,3,7,5,93,"Arkansas","Mississippi County",40066
50,3,7,5,95,"Arkansas","Monroe County",6584
50,3,7,5,97,"Arkansas","Montgomery County",9006
50,3,7,5,99,"Arkansas","Nevada County",8099
50,3,7,5,101,"Arkansas","Newton County",7602
50,3,7,5,103,"Arkansas","Ouachita County",23167
50,3,7,5,105,"Arkansas","Perry County",10327
50,3,7,5,107,"Arkansas","Phillips County",17299
50,3,7,5,109,"Arkansas","Pike County",10643
50,3,7,5,111,"Arkansas","Poinsett County",23283
50,3,7,5,113,"Arkansas","Polk County",19707
50,3,7,5,115,"Arkansas","Pope County",64334
50,3,7,5,117,"Arkansas","Prairie County",7966
50,3,7,5,119,"Arkansas","Pulaski County",392980
50,3,7,5,121,"Arkansas","Randolph County",18247
50,3,7,5,123,"Arkansas","St. Francis County",24682
50,3,7,5,125,"Arkansas","Saline County",123968
50,3,7,5,127,"Arkansas","Scott County",10164
50,3,7,5,129,"Arkansas","Searcy County",7842
50,3,7,5,131,"Arkansas","Sebastian County",127590
50,3,7,5,133,"Arkansas","Sevier County",16702
50,3,7,5,135,"Arkansas","Sharp County",17424
50,3,7,5,137,"Arkansas","Stone County",12674
50,3,7,5,139,"Arkansas","Union County",38219
50,3,7,5,141,"Arkansas","Van Buren County",16541
50,3,7,5,143,"Arkansas","Washington County",243216
50,3,7,5,145,"Arkansas","White County",78729
50,3,7,5,147,"Arkansas","Woodruff County",6264
50,3,7,5,149,"Arkansas","Yell County",21181
40,4,9,6,0,"California","California",39368078
50,4,9,6,1,"California","Alameda County",1662323
50,4,9,6,3,"California","Alpine County",1119
50,4,9,6,5,"California","Amador County",40083
50,4,9,6,7,"California","Butte County",212744
50,4,9,6,9,"California","Calaveras County",46308
50,4,9,6,11,"California","Colusa County",21558
50,4,9,6,13,"California","Contra Costa County",1152333
50,4,9,6,15,"California","Del Norte County",27968
50,4,9,6,17,"California","El Dorado County",192925
50,4,9,6,19,"California","Fresno County",1000918
50,4,9,6,21,"California","Glenn County",28283
50,4,9,6,23,"California","Humboldt County",134977
50,4,9,6,25,"California","Imperial County",180267
50,4,9,6,27,"California","Inyo County",18046
50,4,9,6,29,"California","Kern County",901362
50,4,9,6,31,"California","Kings County",152692
50,4,9,6,33,"California","Lake County",64479
50,4,9,6,35,"California","Lassen County",30016
50,4,9,6,37,"California","Los Angeles County",9943046
50,4,9,6,39,"California","Madera County",157761
50,4,9,6,41,"California","Marin County",257332
50,4,9,6,43,"California","Mariposa County",17160
50,4,9,6,45,"California","Mendocino County",86061
50,4,9,6,47,"California","Merced County",279252
50,4,9,6,49,"California","Modoc County",8763
50,4,9,6,51,"California","Mono County",14534
50,4,9,6,53,"California","Monterey County",430906
50,4,9,6,55,"California","Napa County",135965
50,4,9,6,57,"California","Nevada County",99606
50,4,9,6,59,"California","Orange County",3166857
50,4,9,6,61,"California","Placer County",402950
50,4,9,6,63,"California","Plumas County",18967
50,4,9,6,65,"California","Riverside County",2489188
50,4,9,6,67,"California","Sacramento County",1559146
50,4,9,6,69,"California","San Benito County",64055
50,4,9,6,71,"California","San Bernardino County",2189183
50,4,9,6,73,"California","San Diego County",3332427
50,4,9,6,75,"California","San Francisco County",866606
50,4,9,6,77,"California","San Joaquin County",767967
50,4,9,6,79,"California","San Luis Obispo County",282249
50,4,9,6,81,"California","San Mateo County",758308
50,4,9,6,83,"California","Santa Barbara County",444766
50,4,9,6,85,"California","Santa Clara County",1907105
50,4,9,6,87,"California","Santa Cruz County",269925
50,4,9,6,89,"California","Shasta County",179027
50,4,9,6,91,"California","Sierra County",2920
50,4,9,6,93,"California","Siskiyou County",43245
50,4,9,6,95,"California","Solano County",446935
50,4,9,6,97,"California","Sonoma County",489819
50,4,9,6,99,"California","Stanislaus County",550081
50,4,9,6,101,"California","Sutter County",96385
50,4,9,6,103,"California","Tehama County",64494
50,4,9,6,105,"California","Trinity County",12216
50,4,9,6,107,"California","Tulare County",468680
50,4,9,6,109,"California","Tuolumne County",54515
50,4,9,6,111,"California","Ventura County",841387
50,4,9,6,113,"California","Yolo County",219728
50,4,9,6,115,"California","Yuba County",80160
40,4,8,8,0,"Colorado","Colorado",5807719
50,4,8,8,1,"Colorado","Adams County",519883
50,4,8,8,3,"Colorado","Alamosa County",16180
50,4,8,8,5,"Colorado","Arapahoe County",657452
50,4,8,8,7,"Colorado","Archuleta County",14196
50,4,8,8,9,"Colorado","Baca County",3555
50,4,8,8,11,"Colorado","Bent County",5356
50,4,8,8,13,"Colorado","Boulder County",327171
50,4,8,8,14,"Colorado","Broomfield County",72236
50,4,8,8,15,"Colorado","Chaffee County",20661
50,4,8,8,17,"Colorado","Cheyenne County",1795
50,4,8,8,19,"Colorado","Clear Creek County",9586
50,4,8,8,21,"Colorado","Conejos County",8143
50,4,8,8,23,"Colorado","Costilla County",3921
50,4,8,8,25,"Colorado","Crowley County",5696
50,4,8,8,27,"Colorado","Custer County",5183
50,4,8,8,29,"Colorado","Delta County",31067
50,4,8,8,31,"Colorado","Denver County",735538
50,4,8,8,33,"Colorado","Dolores County",2096
50,4,8,8,35,"Colorado","Douglas County",360750
50,4,8,8,37,"Colorado","Eagle County",54929
50,4,8,8,39,"Colorado","Elbert County",27313
50,4,8,8,41,"Colorado","El Paso County",728310
50,4,8,8,43,"Colorado","Fremont County",47867
50,4,8,8,45,"Colorado","Garfield County",60366
50,4,8,8,47,"Colorado","Gilpin County",6235
50,4,8,8,49,"Colorado","Grand County",15794
50,4,8,8,51,"Colorado","Gunnison County",17593
50,4,8,8,53,"Colorado","Hinsdale County",808
50,4,8,8,55,"Colorado","Huerfano County",6883
50,4,8,8,57,"Colorado","Jackson County",1389
50,4,8,8,59,"Colorado","Jefferson County",583283
50,4,8,8,61,"Colorado","Kiowa County",1458
50,4,8,8,63,"Colorado","Kit Carson County",7121
50,4,8,8,65,"Colorado","Lake County",7987
50,4,8,8,67,"Colorado","La Plata County",56564
50,4,8,8,69,"Colorado","Larimer County",360428
50,4,8,8,71,"Colorado","Las Animas County",14420
50,4,8,8,73,"Colorado","Lincoln County",5680
50,4,8,8,75,"Colorado","Logan County",21974
50,4,8,8,77,"Colorado","Mesa County",155603
50,4,8,8,79,"Colorado","Mineral County",773
50,4,8,8,81,"Colorado","Moffat County",13144
50,4,8,8,83,"Colorado","Montezuma County",26408
50,4,8,8,85,"Colorado","Montrose County",43322
50,4,8,8,87,"Colorado","Morgan County",28941
50,4,8,8,89,"Colorado","Otero County",18201
50,4,8,8,91,"Colorado","Ouray County",5001
50,4,8,8,93,"Colorado","Park County",18955
50,4,8,8,95,"Colorado","Phillips County",4367
50,4,8,8,97,"Colorado","Pitkin County",17894
50,4,8,8,99,"Colorado","Prowers County",12106
50,4,8,8,101,"Colorado","Pueblo County",169823
50,4,8,8,103,"Colorado","Rio Blanco County",6342
50,4,8,8,105,"Colorado","Rio Grande County",11296
50,4,8,8,107,"Colorado","Routt County",25560
50,4,8,8,109,"Colorado","Saguache County",6938
50,4,8,8,111,"Colorado","San Juan County",748
50,4,8,8,113,"Colorado","San Miguel County",8105
50,4,8,8,115,"Colorado","Sedgwick County",2260
50,4,8,8,117,"Colorado","Summit County",30631
50,4,8,8,119,"Colorado","Teller County",25529
50,4,8,8,121,"Colorado","Washington County",4875
50,4,8,8,123,"Colorado","Weld County",333983
50,4,8,8,125,"Colorado","Yuma County",10047
40,1,1,9,0,"Connecticut","Connecticut",3557006
50,1,1,9,1,"Connecticut","Fairfield County",942426
50,1,1,9,3,"Connecticut","Hartford County",889226
50,1,1,9,5,"Connecticut","Litchfield County",179610
50,1,1,9,7,"Connecticut","Middlesex County",161657
50,1,1,9,9,"Connecticut","New Haven County",851948
50,1,1,9,11,"Connecticut","New London County",264999
50,1,1,9,13,"Connecticut","Tolland County",150600
50,1,1,9,15,"Connecticut","Windham County",116540
40,3,5,10,0,"Delaware","Delaware",986809
50,3,5,10,1,"Delaware","Kent County",183643
50,3,5,10,3,"Delaware","New Castle County",561531
50,3,5,10,5,"Delaware","Sussex County",241635
40,3,5,11,0,"District of Columbia","District of Columbia",712816
50,3,5,11,1,"District of Columbia","District of Columbia",712816
40,3,5,12,0,"Florida","Florida",21733312
50,3,5,12,1,"Florida","Alachua County",271218
50,3,5,12,3,"Florida","Baker County",29566
50,3,5,12,5,"Florida","Bay County",171322
50,3,5,12,7,"Florida","Bradford County",28593
50,3,5,12,9,"Florida","Brevard County",608459
50,3,5,12,11,"Florida","Broward County",1958105
50,3,5,12,13,"Florida","Calhoun County",14078
50,3,5,12,15,"Florida","Charlotte County",194711
50,3,5,12,17,"Florida","Citrus County",153010
50,3,5,12,19,"Florida","Clay County",221770
50,3,5,12,21,"Florida","Collier County",392973
50,3,5,12,23,"Florida","Columbia County",72654
50,3,5,12,27,"Florida","DeSoto County",38520
50,3,5,12,29,"Florida","Dixie County",17057
50,3,5,12,31,"Florida","Duval County",966728
50,3,5,12,33,"Florida","Escambia County",322364
50,3,5,12,35,"Florida","Flagler County",118451
50,3,5,12,37,"Florida","Franklin County",12201
50,3,5,12,39,"Florida","Gadsden County",45277
50,3,5,12,41,"Florida","Gilchrist County",18885
50,3,5,12,43,"Florida","Glades County",14198
50,3,5,12,45,"Florida","Gulf County",13534
50,3,5,12,47,"Florida","Hamilton County",14521
50,3,5,12,49,"Florida","Hardee County",26822
50,3,5,12,51,"Florida","Hendry County",42813
50,3,5,12,53,"Florida","Hernando County",198792
50,3,5,12,55,"Florida","Highlands County",106639
50,3,5,12,57,"Florida","Hillsborough County",1497957
50,3,5,12,59,"Florida","Holmes County",19594
50,3,5,12,61,"Florida","Indian River County",162518
50,3,5,12,63,"Florida","Jackson County",46085
50,3,5,12,65,"Florida","Jefferson County",14543
50,3,5,12,67,"Florida","Lafayette County",8482
50,3,5,12,69,"Florida","Lake County",375492
50,3,5,12,71,"Florida","Lee County",790767
50,3,5,12,73,"Florida","Leon County",295460
50,3,5,12,75,"Florida","Levy County",42214
50,3,5,12,77,"Florida","Liberty County",8364
50,3,5,12,79,"Florida","Madison County",18707
50,3,5,12,81,"Florida","Manatee County",411219
50,3,5,12,83,"Florida","Marion County",373513
50,3,5,12,85,"Florida","Martin County",162088
50,3,5,12,86,"Florida","Miami-Dade County",2707303
50,3,5,12,87,"Florida","Monroe County",73900
50,3,5,12,89,"Florida","Nassau County",91113
50,3,5,12,91,"Florida","Okaloosa County",212820
50,3,5,12,93,"Florida","Okeechobee County",42297
50,3,5,12,95,"Florida","Orange County",1404396
50,3,5,12,97,"Florida","Osceola County",385315
50,3,5,12,99,"Florida","Palm Beach County",1507600
50,3,5,12,101,"Florida","Pasco County",570412
50,3,5,12,103,"Florida","Pinellas County",976802
50,3,5,12,105,"Florida","Polk County",744552
50,3,5,12,107,"Florida","Putnam County",74815
50,3,5,12,109,"Florida","St. Johns County",278715
50,3,5,12,111,"Florida","St. Lucie County",337186
50,3,5,12,113,"Florida","Santa Rosa County",189139
50,3,5,12,115,"Florida","Sarasota County",443465
50,3,5,12,117,"Florida","Seminole County",474171
50,3,5,12,119,"Florida","Sumter County",139018
50,3,5,12,121,"Florida","Suwannee County",44851
50,3,5,12,123,"Florida","Taylor County",21600
50,3,5,12,125,"Florida","Union County",15182
50,3,5,12,127,"Florida","Volusia County",561497
50,3,5,12,129,"Florida","Wakulla County",34319
50,3,5,12,131,"Florida","Walton County",76648
50,3,5,12,133,"Florida","Washington County",25932
40,3,5,13,0,"Georgia","Georgia",10710017
50,3,5,13,1,"Georgia","Appling County",18325
50,3,5,13,3,"Georgia","Atkinson County",8393
50,3,5,13,5,"Georgia","Bacon County",11036
50,3,5,13,7,"Georgia","Baker County",2971
50,3,5,13,9,"Georgia","Baldwin County",45099
50,3,5,13,11,"Georgia","Banks County",19352
50,3,5,13,13,"Georgia","Barrow County",85588
50,3,5,13,15,"Georgia","Bartow County",109426
50,3,5,13,17,"Georgia","Ben Hill County",16614
50,3,5,13,19,"Georgia","Berrien County",19408
50,3,5,13,21,"Georgia","Bibb County",152737
50,3,5,13,23,"Georgia","Bleckley County",12955
50,3,5,13,25,"Georgia","Brantley County",19202
50,3,5,13,27,"Georgia","Brooks County",15357
50,3,5,13,29,"Georgia","Bryan County",40755
50,3,5,13,31,"Georgia","Bulloch County",80839
50,3,5,13,33,"Georgia","Burke County",22648
50,3,5,13,35,"Georgia","Butts County",25426
50,3,5,13,37,"Georgia","Calhoun County",6231
50,3,5,13,39,"Georgia","Camden County",55388
50,3,5,13,43,"Georgia","Candler County",10985
50,3,5,13,45,"Georgia","Carroll County",121633
50,3,5,13,47,"Georgia","Catoosa County",67996
50,3,5,13,49,"Georgia","Charlton County",13430
50,3,5,13,51,"Georgia","Chatham County",289463
50,3,5,13,53,"Georgia","Chattahoochee County",10551
50,3,5,13,55,"Georgia","Chattooga County",24843
50,3,5,13,57,"Georgia","Cherokee County",265274
50,3,5,13,59,"Georgia","Clarke County",127795
50,3,5,13,61,"Georgia","Clay County",2866
50,3,5,13,63,"Georgia","Clayton County",292646
50,3,5,13,65,"Georgia","Clinch County",6582
50,3,5,13,67,"Georgia","Cobb County",762944
50,3,5,13,69,"Georgia","Coffee County",43218
50,3,5,13,71,"Georgia","Colquitt County",45542
50,3,5,13,73,"Georgia","Columbia County",160377
50,3,5,13,75,"Georgia","Cook County",17291
50,3,5,13,77,"Georgia","Coweta County",150849
50,3,5,13,79,"Georgia","Crawford County",12231
50,3,5,13,81,"Georgia","Crisp County",22034
50,3,5,13,83,"Georgia","Dade County",16057
50,3,5,13,85,"Georgia","Dawson County",27113
50,3,5,13,87,"Georgia","Decatur County",26457
50,3,5,13,89,"Georgia","DeKalb County",762009
50,3,5,13,91,"Georgia","Dodge County",20452
50,3,5,13,93,"Georgia","Dooly County",13174
50,3,5,13,95,"Georgia","Dougherty County",86477
50,3,5,13,97,"Georgia","Douglas County",147988
50,3,5,13,99,"Georgia","Early County",10037
50,3,5,13,101,"Georgia","Echols County",4002
50,3,5,13,103,"Georgia","Effingham County",65765
50,3,5,13,105,"Georgia","Elbert County",19335
50,3,5,13,107,"Georgia","Emanuel County",22507
50,3,5,13,109,"Georgia","Evans County",10638
50,3,5,13,111,"Georgia","Fannin County",26521
50,3,5,13,113,"Georgia","Fayette County",115821
50,3,5,13,115,"Georgia","Floyd County",98604
50,3,5,13,117,"Georgia","Forsyth County",250847
50,3,5,13,119,"Georgia","Franklin County",23504
50,3,5,13,121,"Georgia","Fulton County",1077402
50,3,5,13,123,"Georgia","Gilmer County",31978
50,3,5,13,125,"Georgia","Glascock County",2984
50,3,5,13,127,"Georgia","Glynn County",85568
50,3,5,13,129,"Georgia","Gordon County",58780
50,3,5,13,131,"Georgia","Grady County",24491
50,3,5,13,133,"Georgia","Greene County",18837
50,3,5,13,135,"Georgia","Gwinnett County",942627
50,3,5,13,137,"Georgia","Habersham County",46047
50,3,5,13,139,"Georgia","Hall County",206591
50,3,5,13,141,"Georgia","Hancock County",8494
50,3,5,13,143,"Georgia","Haralson County",30383
50,3,5,13,145,"Georgia","Harris County",36080
50,3,5,13,147,"Georgia","Hart County",26406
50,3,5,13,149,"Georgia","Heard County",11973
50,3,5,13,151,"Georgia","Henry County",239139
50,3,5,13,153,"Georgia","Houston County",160110
50,3,5,13,155,"Georgia","Irwin County",9387
50,3,5,13,157,"Georgia","Jackson County",76199
50,3,5,13,159,"Georgia","Jasper County",14483
50,3,5,13,161,"Georgia","Jeff Davis County",15213
50,3,5,13,163,"Georgia","Jefferson County",15267
50,3,5,13,165,"Georgia","Jenkins County",8746
50,3,5,13,167,"Georgia","Johnson County",9667
50,3,5,13,169,"Georgia","Jones County",28787
50,3,5,13,171,"Georgia","Lamar County",19261
50,3,5,13,173,"Georgia","Lanier County",10737
50,3,5,13,175,"Georgia","Laurens County",47512
50,3,5,13,177,"Georgia","Lee County",30234
50,3,5,13,179,"Georgia","Liberty County",63004
50,3,5,13,181,"Georgia","Lincoln County",8031
50,3,5,13,183,"Georgia","Long County",20171
50,3,5,13,185,"Georgia","Lowndes County",118268
50,3,5,13,187,"Georgia","Lumpkin County",34186
50,3,5,13,189,"Georgia","McDuffie County",21162
50,3,5,13,191,"Georgia","McIntosh County",14387
50,3,5,13,193,"Georgia","Macon County",12712
50,3,5,13,195,"Georgia","Madison County",30457
50,3,5,13,197,"Georgia","Marion County",8516
50,3,5,13,199,"Georgia","Meriwether County",21164
50,3,5,13,201,"Georgia","Miller County",5622
50,3,5,13,205,"Georgia","Mitchell County",21602
50,3,5,13,207,"Georgia","Monroe County",28042
50,3,5,13,209,"Georgia","Montgomery County",9012
50,3,5,13,211,"Georgia","Morgan County",19636
50,3,5,13,213,"Georgia","Murray County",40032
50,3,5,13,215,"Georgia","Muscogee County",196442
50,3,5,13,217,"Georgia","Newton County",113295
50,3,5,13,219,"Georgia","Oconee County",41124
50,3,5,13,221,"Georgia","Oglethorpe County",15383
50,3,5,13,223,"Georgia","Paulding County",173359
50,3,5,13,225,"Georgia","Peach County",27950
50,3,5,13,227,"Georgia","Pickens County",33127
50,3,5,13,229,"Georgia","Pierce County",19522
50,3,5,13,231,"Georgia","Pike County",19121
50,3,5,13,233,"Georgia","Polk County",42840
50,3,5,13,235,"Georgia","Pulaski County",11191
50,3,5,13,237,"Georgia","Putnam County",22520
50,3,5,13,239,"Georgia","Quitman County",2271
50,3,5,13,241,"Georgia","Rabun County",17273
50,3,5,13,243,"Georgia","Randolph County",6682
50,3,5,13,245,"Georgia","Richmond County",202079
50,3,5,13,247,"Georgia","Rockdale County",90939
50,3,5,13,249,"Georgia","Schley County",5196
50,3,5,13,251,"Georgia","Screven County",14012
50,3,5,13,253,"Georgia","Seminole County",8060
50,3,5,13,255,"Georgia","Spalding County",67414
50,3,5,13,257,"Georgia","Stephens County",26107
50,3,5,13,259,"Georgia","Stewart County",6689
50,3,5,13,261,"Georgia","Sumter County",29282
50,3,5,13,263,"Georgia","Talbot County",6143
50,3,5,13,265,"Georgia","Taliaferro County",1562
50,3,5,13,267,"Georgia","Tattnall County",25365
50,3,5,13,269,"Georgia","Taylor County",8074
50,3,5,13,271,"Georgia","Telfair County",15781
50,3,5,13,273,"Georgia","Terrell County",8523
50,3,5,13,275,"Georgia","Thomas County",44372
50,3,5,13,277,"Georgia","Tift County",40719
50,3,5,13,279,"Georgia","Toombs County",26973
50,3,5,13,281,"Georgia","Towns County",12247
50,3,5,13,283,"Georgia","Treutlen County",6822
50,3,5,13,285,"Georgia","Troup County",70214
50,3,5,13,287,"Georgia","Turner County",7882
50,3,5,13,289,"Georgia","Twiggs County",8103
50,3,5,13,291,"Georgia","Union County",25358
50,3,5,13,293,"Georgia","Upson County",26527
50,3,5,13,295,"Georgia","Walker County",70116
50,3,5,13,297,"Georgia","Walton County",96875
50,3,5,13,299,"Georgia","Ware County",35826
50,3,5,13,301,"Georgia","Warren County",5232
50,3,5,13,303,"Georgia","Washington County",20150
50,3,5,13,305,"Georgia","Wayne County",30023
50,3,5,13,307,"Georgia","Webster County",2595
50,3,5,13,309,"Georgia","Wheeler County",7751
50,3,5,13,311,"Georgia","White County",31094
50,3,5,13,313,"Georgia","Whitfield County",103837
50,3,5,13,315,"Georgia","Wilcox County",8502
50,3,5,13,317,"Georgia","Wilkes County",9694
